Date,Country,Composite Leading Index
1973-01-01,Poland,
2014-01-01,Russia,99.58714
2004-01-01,Slovenia,99.50902
2009-01-01,Mexico,100.1503
1989-01-01,Australia,100.5244
1970-01-01,Slovak Republic,
1981-01-01,Turkey,
1980-01-01,New Zealand,
1977-01-01,South Africa,101.3338
1996-01-01,Belgium,101.2974
1983-01-01,Luxembourg,
1970-01-01,Czech Republic,
1986-01-01,Estonia,
1969-01-01,Poland,
2008-01-01,Luxembourg,101.424
1959-01-01,Canada,98.32745
1989-01-01,Canada,101.7453
1957-01-01,Israel,
1981-01-01,Finland,
2010-01-01,Belgium,97.05358
2015-01-01,Italy,100.1533
1971-01-01,Ireland,
1992-01-01,India,
1963-01-01,Sweden,
1997-01-01,Norway,99.94938
1958-01-01,Sweden,
2001-01-01,People's Republic of China.: Mainland,100.0271
1963-01-01,India,
1990-01-01,Czech Republic,
1974-01-01,Mexico,
1963-01-01,Australia,
1975-01-01,Germany,99.26693
2001-01-01,New Zealand,101.1442
1966-01-01,Switzerland,
2001-01-01,Denmark,100.5703
1979-01-01,Sweden,99.28842
1998-01-01,Norway,101.0318
1959-01-01,Chile,
1968-01-01,Australia,100.0122
1978-01-01,Austria,99.70594
1959-01-01,Korea,
2008-01-01,United Kingdom,101.1224
2011-01-01,Denmark,99.67784
1970-01-01,Chile,
1965-01-01,South Africa,
1962-01-01,Greece,
2002-01-01,South Africa,100.3208
1967-01-01,Australia,
1976-01-01,Brazil,
2007-01-01,Netherlands,100.5768
1999-01-01,Finland,100.8399
1957-01-01,Spain,
1981-01-01,Switzerland,102.4516
2002-01-01,Japan,100.5922
1990-01-01,Estonia,
1965-01-01,Japan,99.6418
2010-01-01,Austria,97.24315
1984-01-01,Estonia,
2008-01-01,Czech Republic,103.2729
2003-01-01,Belgium,99.11239
1969-01-01,Hungary,
1965-01-01,Poland,
1989-01-01,India,
1986-01-01,Israel,
1992-01-01,Denmark,99.35153
1964-01-01,Hungary,
1983-01-01,Canada,96.64432
1991-01-01,Sweden,101.0089
2009-01-01,Poland,100.2085
1962-01-01,Switzerland,
1964-01-01,India,
1991-01-01,Netherlands,100.7551
2001-01-01,France,101.3856
1984-01-01,Czech Republic,
2001-01-01,Israel,102.753
1975-01-01,Korea,
2012-01-01,Italy,101.8633
2002-01-01,Greece,98.90951
1974-01-01,Italy,101.7617
1974-01-01,United Kingdom,103.1332
1996-01-01,Sweden,100.462
1999-01-01,Slovak Republic,101.2013
2008-01-01,Belgium,101.1014
1998-01-01,New Zealand,99.92145
2011-01-01,Korea,102.8868
1977-01-01,United States,99.97092
1959-01-01,Belgium,
1988-01-01,Israel,
1964-01-01,Poland,
2014-01-01,Portugal,97.14989
1990-01-01,Chile,
2010-01-01,New Zealand,98.16938
1964-01-01,United States,99.75488
2015-01-01,Turkey,100.0639
1959-01-01,Portugal,
2009-01-01,Ireland,104.4277
1969-01-01,Norway,
1972-01-01,Austria,100.2143
1989-01-01,Poland,
1993-01-01,South Africa,98.9713
1983-01-01,Finland,
1964-01-01,Italy,100.8445
2000-01-01,Hungary,99.19395
1985-01-01,Japan,99.85759
1977-01-01,Turkey,
1967-01-01,India,
2000-01-01,Israel,98.57277
1961-01-01,Indonesia,
1989-01-01,Slovak Republic,
1962-01-01,Chile,
1963-01-01,Italy,
1976-01-01,Greece,96.08371
1979-01-01,France,99.78509
2014-01-01,India,99.3985
1995-01-01,Brazil,100.5756
1966-01-01,Australia,
1998-01-01,United States,99.87403
1993-01-01,Slovenia,
1976-01-01,Slovak Republic,
1962-01-01,Spain,
1960-01-01,Sweden,
2001-01-01,South Africa,100.6323
1957-01-01,Germany,
1956-01-01,New Zealand,
2008-01-01,Australia,100.6043
1959-01-01,India,
1975-01-01,Czech Republic,
1971-01-01,South Africa,
1981-01-01,Chile,
2015-01-01,Norway,101.3068
1969-01-01,People's Republic of China.: Mainland,
2011-01-01,Hungary,99.70947
1975-01-01,Ireland,
1988-01-01,South Africa,100.3564
1960-01-01,Hungary,
2004-01-01,United States,97.82731
1991-01-01,Estonia,
1963-01-01,Slovak Republic,
1972-01-01,Korea,
1989-01-01,Turkey,111.4623
1986-01-01,South Africa,97.42133
1987-01-01,Korea,
1984-01-01,Ireland,97.41766
1964-01-01,Denmark,
1994-01-01,Turkey,101.7984
2009-01-01,Luxembourg,101.1495
1977-01-01,Chile,
1996-01-01,New Zealand,101.174
1956-01-01,Hungary,
1973-01-01,Italy,99.08139
1983-01-01,Mexico,102.6622
1971-01-01,Turkey,
2012-01-01,Mexico,100.2146
2004-01-01,Norway,97.66704
1980-01-01,Poland,
1961-01-01,People's Republic of China.: Mainland,
2005-01-01,Greece,101.5475
1974-01-01,Switzerland,102.3877
1983-01-01,Russia,
1999-01-01,France,99.86374
1974-01-01,Slovenia,
1998-01-01,Estonia,96.06039
1993-01-01,Chile,
1956-01-01,Sweden,
2014-01-01,Slovak Republic,98.08238
1983-01-01,Czech Republic,
1987-01-01,Italy,99.48814
1987-01-01,Brazil,
2010-01-01,Estonia,88.236
2012-01-01,Czech Republic,101.8679
1960-01-01,New Zealand,
2011-01-01,Austria,99.65329
1997-01-01,Brazil,99.13274
1993-01-01,Netherlands,100.0273
1992-01-01,Turkey,96.52356
1983-01-01,France,100.6225
2004-01-01,Spain,98.93745
1962-01-01,Turkey,
2014-01-01,Canada,99.54144
2002-01-01,Austria,100.8337
2008-01-01,South Africa,102.5252
1965-01-01,Australia,
1989-01-01,Hungary,
2003-01-01,Hungary,97.80796
1992-01-01,Belgium,99.89302
1970-01-01,India,
2007-01-01,Korea,101.3412
1983-01-01,Australia,99.6981
1988-01-01,Germany,98.88696
1962-01-01,Russia,
1980-01-01,Korea,
1957-01-01,Italy,
1971-01-01,France,
1963-01-01,Chile,
1962-01-01,India,
2001-01-01,United States,101.2846
1982-01-01,Norway,100.7597
2000-01-01,Greece,99.11919
1979-01-01,Hungary,
2012-01-01,Denmark,100.7745
1989-01-01,Israel,
1976-01-01,Ireland,
2004-01-01,Hungary,97.64317
1966-01-01,United Kingdom,100.3657
2000-01-01,New Zealand,100.1166
2003-01-01,Brazil,99.05087
1986-01-01,Greece,101.938
1958-01-01,Hungary,
1977-01-01,Japan,99.67896
1965-01-01,Luxembourg,
2006-01-01,Norway,100.5758
1981-01-01,India,
1989-01-01,United Kingdom,102.4257
1987-01-01,Belgium,100.1784
2015-01-01,Portugal,100.5607
2009-01-01,Finland,99.81721
1992-01-01,United Kingdom,97.72453
1961-01-01,Belgium,
1973-01-01,Japan,98.23802
2002-01-01,France,101.8576
1995-01-01,Sweden,102.4264
1966-01-01,Poland,
1975-01-01,Canada,101.6591
1997-01-01,Korea,101.879
2006-01-01,Netherlands,99.77161
2000-01-01,Portugal,100.5152
1966-01-01,Israel,
2011-01-01,Norway,98.51133
1998-01-01,Switzerland,98.17833
1992-01-01,Canada,97.05397
1974-01-01,Canada,102.9835
2009-01-01,People's Republic of China.: Mainland,102.0294
1957-01-01,Switzerland,
1988-01-01,Sweden,101.655
1960-01-01,Greece,
1994-01-01,Indonesia,
1999-01-01,Poland,100.3171
1984-01-01,Austria,98.21566
2000-01-01,Slovenia,97.34346
2002-01-01,Mexico,98.99837
1991-01-01,Switzerland,101.8998
1960-01-01,Norway,
1996-01-01,Denmark,101.1278
1980-01-01,Canada,101.6865
1984-01-01,Israel,
1961-01-01,Sweden,
1968-01-01,Spain,
2008-01-01,Slovak Republic,102.618
1982-01-01,Denmark,97.76546
1970-01-01,Switzerland,101.6344
1966-01-01,Turkey,
1975-01-01,Spain,
2011-01-01,Spain,99.90489
2001-01-01,Chile,101.247
2003-01-01,Ireland,100.5073
2013-01-01,Hungary,100.23
1966-01-01,Germany,101.0955
2007-01-01,Greece,98.95615
1971-01-01,Denmark,100.5018
1963-01-01,New Zealand,
1995-01-01,Greece,97.12782
1995-01-01,Chile,
2006-01-01,Austria,100.1148
2007-01-01,New Zealand,99.8841
1981-01-01,Indonesia,
1963-01-01,Norway,
1976-01-01,Netherlands,97.52569
1988-01-01,Spain,99.88403
1987-01-01,Denmark,101.9106
1962-01-01,Hungary,
1964-01-01,Turkey,
1994-01-01,Netherlands,98.26546
2001-01-01,Estonia,98.96233
2014-01-01,Japan,99.49236
1968-01-01,Norway,
1998-01-01,India,100.3662
1994-01-01,Switzerland,97.54073
2015-01-01,Czech Republic,100.2515
1987-01-01,United States,100.0158
1957-01-01,Indonesia,
2000-01-01,Czech Republic,97.73538
1959-01-01,Turkey,
1991-01-01,Ireland,101.7516
1997-01-01,Ireland,98.96265
2005-01-01,Ireland,96.62103
2000-01-01,Chile,97.94227
1991-01-01,People's Republic of China.: Mainland,
1962-01-01,Israel,
1991-01-01,Chile,
1993-01-01,Estonia,
1973-01-01,Denmark,99.38213
1970-01-01,Indonesia,
1976-01-01,Canada,96.83183
2006-01-01,Hungary,99.6739
1997-01-01,Greece,99.32307
1959-01-01,Greece,
1988-01-01,Slovak Republic,
1999-01-01,Netherlands,100.9408
1996-01-01,Italy,102.2585
1956-01-01,Czech Republic,
1966-01-01,Czech Republic,
1972-01-01,Slovak Republic,
1977-01-01,Australia,99.45929
1982-01-01,Spain,99.25278
2003-01-01,Turkey,97.53987
2005-01-01,Mexico,101.273
1981-01-01,Israel,
2007-01-01,Spain,101.2652
1964-01-01,Norway,
1957-01-01,Netherlands,
1997-01-01,Slovenia,98.78442
2006-01-01,South Africa,100.2291
2012-01-01,Hungary,101.9872
1971-01-01,Japan,100.6472
1999-01-01,Norway,101.0974
1988-01-01,France,99.86506
1974-01-01,Portugal,
1994-01-01,Finland,96.88672
2009-01-01,South Africa,101.4232
2007-01-01,Ireland,101.8399
1970-01-01,Canada,101.4726
1973-01-01,Indonesia,
1978-01-01,People's Republic of China.: Mainland,
1958-01-01,Canada,99.47832
1989-01-01,Czech Republic,
1975-01-01,Slovenia,
2011-01-01,Germany,100.1589
2007-01-01,South Africa,101.7115
2002-01-01,Canada,99.27865
1969-01-01,Australia,99.83945
2015-01-01,Korea,99.7276
1976-01-01,Spain,
1970-01-01,Austria,100.2837
1978-01-01,India,
2007-01-01,Slovak Republic,100.5939
1992-01-01,New Zealand,96.87335
1996-01-01,Ireland,99.43993
2010-01-01,Czech Republic,94.65329
1986-01-01,Italy,99.56718
1991-01-01,Austria,101.9927
1981-01-01,Austria,101.8748
1981-01-01,France,100.6601
1996-01-01,Korea,102.2134
1984-01-01,Switzerland,97.34343
1981-01-01,Belgium,101.2778
2007-01-01,Slovenia,100.6877
1957-01-01,Austria,
1960-01-01,Brazil,
1994-01-01,Canada,99.5681
2014-01-01,Norway,100.2547
1980-01-01,People's Republic of China.: Mainland,
1979-01-01,Denmark,99.95402
1958-01-01,People's Republic of China.: Mainland,
2003-01-01,Japan,98.58047
1998-01-01,Germany,100.2392
1991-01-01,Italy,101.3726
1992-01-01,Italy,99.81926
1970-01-01,Luxembourg,
2013-01-01,Australia,99.61664
1958-01-01,Denmark,
1962-01-01,Canada,99.16902
2010-01-01,Italy,97.49706
1974-01-01,Indonesia,
1969-01-01,Denmark,
1999-01-01,Greece,100.3544
1987-01-01,New Zealand,96.81314
1962-01-01,Belgium,
2010-01-01,France,97.53072
1958-01-01,Chile,
2015-01-01,Poland,100.1361
1979-01-01,Finland,
2014-01-01,Indonesia,101.2282
1974-01-01,Chile,
1961-01-01,Slovenia,
1981-01-01,Denmark,99.53951
1999-01-01,Brazil,99.43257
1957-01-01,Luxembourg,
2008-01-01,Indonesia,99.8642
1985-01-01,Italy,99.02016
1984-01-01,Denmark,98.13673
1995-01-01,South Africa,99.19704
1986-01-01,Russia,
2001-01-01,Turkey,103.8772
1988-01-01,Czech Republic,
1987-01-01,Turkey,
1988-01-01,Estonia,
1959-01-01,Slovak Republic,
2004-01-01,France,98.66497
2004-01-01,Slovak Republic,98.22499
2002-01-01,Slovak Republic,98.51877
2003-01-01,Italy,99.60305
1980-01-01,France,100.7536
2007-01-01,Estonia,104.7428
2011-01-01,Japan,99.24686
1957-01-01,New Zealand,
1985-01-01,Poland,
2009-01-01,Indonesia,100.3301
1958-01-01,Poland,
1970-01-01,People's Republic of China.: Mainland,
2003-01-01,Slovak Republic,100.628
1993-01-01,Brazil,98.39152
2011-01-01,Estonia,94.86208
1973-01-01,Norway,
1975-01-01,Estonia,
1966-01-01,Estonia,
2006-01-01,Poland,99.99315
1958-01-01,Israel,
2001-01-01,India,102.516
2002-01-01,Switzerland,101.9309
2001-01-01,Russia,103.6235
1990-01-01,Denmark,99.50695
2006-01-01,Japan,100.6738
1977-01-01,New Zealand,
1958-01-01,Austria,
1983-01-01,Greece,98.67217
1994-01-01,Luxembourg,97.74937
1980-01-01,Russia,
1964-01-01,Indonesia,
2015-01-01,Estonia,99.42879
1972-01-01,Belgium,99.43044
1980-01-01,India,
2015-01-01,Slovak Republic,99.97796
1986-01-01,Japan,99.24886
1996-01-01,United States,100.4252
1978-01-01,South Africa,97.53993
1962-01-01,South Africa,
1998-01-01,Chile,101.6829
1982-01-01,Japan,99.17676
1996-01-01,Germany,102.3585
1989-01-01,Indonesia,
1979-01-01,Portugal,100.0551
1978-01-01,Sweden,99.83115
2008-01-01,Sweden,101.9752
2010-01-01,Korea,97.10298
1979-01-01,Israel,
1987-01-01,United Kingdom,99.45397
1968-01-01,Hungary,
2000-01-01,India,99.65182
1964-01-01,Germany,98.4359
2005-01-01,Russia,99.90296
1980-01-01,Turkey,
1978-01-01,Slovenia,
1971-01-01,Germany,101.0359
1982-01-01,Australia,101.5895
1960-01-01,Slovenia,
1977-01-01,Estonia,
1996-01-01,Australia,100.8287
1960-01-01,Denmark,
1965-01-01,New Zealand,
1987-01-01,Poland,
2013-01-01,Israel,100.981
2014-01-01,France,99.09244
1989-01-01,Belgium,100.0436
1997-01-01,New Zealand,100.41
1990-01-01,Poland,
1985-01-01,Denmark,102.1026
2006-01-01,Australia,100.2781
1976-01-01,Germany,97.14967
1994-01-01,Hungary,97.46449
1963-01-01,Indonesia,
1968-01-01,Ireland,
1985-01-01,Spain,98.5947
2012-01-01,Israel,100.6265
1985-01-01,Switzerland,100.6533
1993-01-01,Italy,100.0958
1982-01-01,Korea,
1969-01-01,Slovak Republic,
1964-01-01,Portugal,
1993-01-01,Japan,98.77673
2014-01-01,Estonia,98.23344
1997-01-01,Mexico,101.0054
2000-01-01,Poland,100.1661
2003-01-01,Slovenia,99.70712
1975-01-01,Israel,
1984-01-01,Germany,98.78658
2004-01-01,Japan,99.24236
2013-01-01,Greece,96.84246
1972-01-01,Indonesia,
2005-01-01,Austria,100.3231
1957-01-01,India,
1963-01-01,Finland,
2002-01-01,Estonia,99.54082
2011-01-01,United Kingdom,102.1314
1968-01-01,Poland,
1979-01-01,Korea,
2012-01-01,Slovak Republic,99.86001
1982-01-01,Austria,99.71888
1964-01-01,Luxembourg,
1982-01-01,Belgium,98.27244
1968-01-01,Finland,
2006-01-01,Finland,100.7852
2005-01-01,Germany,100.5345
1960-01-01,India,
1999-01-01,Germany,101.3736
2005-01-01,United States,100.6168
1958-01-01,France,
2005-01-01,Japan,100.494
2011-01-01,Ireland,96.28551
2002-01-01,Hungary,101.0263
1972-01-01,Switzerland,100.1618
1997-01-01,Sweden,98.69518
2010-01-01,Australia,98.72282
1962-01-01,United States,98.40375
2011-01-01,People's Republic of China.: Mainland,101.409
1966-01-01,Korea,
1978-01-01,Korea,
1989-01-01,Spain,100.4217
1979-01-01,Ireland,101.6227
1993-01-01,Portugal,100.018
1961-01-01,Japan,100.5843
2013-01-01,Japan,99.91328
2003-01-01,Australia,100.3357
2005-01-01,Poland,102.2256
2001-01-01,Netherlands,101.1585
1971-01-01,Spain,
1964-01-01,Korea,
1975-01-01,Netherlands,101.894
2011-01-01,Netherlands,99.40756
1974-01-01,United States,103.4092
2011-01-01,Slovenia,98.9854
1990-01-01,Luxembourg,100.815
2005-01-01,Chile,99.33759
1957-01-01,Mexico,
1999-01-01,Switzerland,101.638
1978-01-01,Indonesia,
1989-01-01,Sweden,101.0299
1992-01-01,Finland,96.3965
1976-01-01,Sweden,100.8867
1969-01-01,Japan,99.47432
1974-01-01,Slovak Republic,
2006-01-01,United States,100.4734
1999-01-01,Spain,101.0187
1999-01-01,Mexico,102.0157
2008-01-01,Slovenia,104.6444
1965-01-01,Slovenia,
1969-01-01,Canada,100.0857
1984-01-01,Korea,
2007-01-01,Finland,101.0308
1971-01-01,Slovak Republic,
2001-01-01,Hungary,101.5847
2013-01-01,South Africa,100.2743
1964-01-01,Canada,99.63534
1957-01-01,France,
1960-01-01,Chile,
1996-01-01,Poland,101.0552
1987-01-01,Czech Republic,
2015-01-01,Australia,99.58762
1983-01-01,India,
2002-01-01,Chile,98.94924
2012-01-01,Russia,102.4379
1998-01-01,Luxembourg,100.0363
2003-01-01,Korea,100.2181
2000-01-01,Belgium,99.40234
1983-01-01,Ireland,98.19818
2012-01-01,South Africa,100.246
1963-01-01,Luxembourg,
2007-01-01,Indonesia,97.38405
2000-01-01,Australia,100.2208
1996-01-01,Slovak Republic,99.89488
1970-01-01,Germany,102.4966
1978-01-01,Denmark,100.0537
2002-01-01,New Zealand,99.31371
1957-01-01,Slovak Republic,
1966-01-01,Finland,
1996-01-01,South Africa,102.6674
1984-01-01,Canada,97.74426
1985-01-01,Turkey,
1993-01-01,Ireland,100.2797
2009-01-01,Slovak Republic,104.1376
1998-01-01,Greece,100.2264
1980-01-01,Chile,
1976-01-01,Belgium,96.34569
1969-01-01,Russia,
2011-01-01,Italy,99.93749
1980-01-01,United States,101.4296
1994-01-01,Poland,99.23556
1969-01-01,South Africa,
2008-01-01,Finland,101.8229
1965-01-01,Canada,100.8788
1961-01-01,Brazil,
1983-01-01,People's Republic of China.: Mainland,
2008-01-01,Israel,101.1398
1971-01-01,United Kingdom,97.70924
1990-01-01,Sweden,102.3768
1964-01-01,Finland,
1965-01-01,Brazil,
2003-01-01,Canada,99.61224
1969-01-01,United Kingdom,100.4948
1994-01-01,France,98.50076
1988-01-01,United Kingdom,99.95582
1961-01-01,Ireland,
1963-01-01,Korea,
1985-01-01,Russia,
1985-01-01,Estonia,
1996-01-01,Turkey,100.6389
2003-01-01,France,99.2614
2003-01-01,Greece,98.44505
1998-01-01,Japan,101.9464
1979-01-01,Estonia,
1962-01-01,Mexico,
1988-01-01,Ireland,98.93702
2001-01-01,Luxembourg,101.3493
1976-01-01,Australia,96.89615
1976-01-01,Luxembourg,
1975-01-01,South Africa,
1965-01-01,Spain,
1989-01-01,New Zealand,99.27553
1961-01-01,South Africa,
1958-01-01,Mexico,
1960-01-01,Canada,102.1888
1969-01-01,Chile,
1999-01-01,Slovenia,101.0696
1965-01-01,Finland,
1977-01-01,Luxembourg,
2003-01-01,Austria,99.04128
1997-01-01,Estonia,
1967-01-01,Czech Republic,
1977-01-01,Sweden,100.1008
1993-01-01,New Zealand,98.71723
1991-01-01,United States,99.75749
1959-01-01,Denmark,
1988-01-01,Chile,
2008-01-01,Estonia,109.0581
1992-01-01,Hungary,
2008-01-01,Netherlands,101.9349
1978-01-01,Belgium,99.57715
1964-01-01,Switzerland,
1964-01-01,Netherlands,98.8555
1990-01-01,Greece,103.1619
1967-01-01,Mexico,
2000-01-01,Canada,98.97762
1995-01-01,Canada,100.8836
2001-01-01,Korea,104.8176
1996-01-01,Czech Republic,
1961-01-01,Greece,
1988-01-01,Turkey,
1983-01-01,Spain,99.21561
1978-01-01,Finland,
2014-01-01,Switzerland,100.1886
1967-01-01,People's Republic of China.: Mainland,
2012-01-01,People's Republic of China.: Mainland,100.6871
1996-01-01,Hungary,99.85763
1960-01-01,Finland,
1978-01-01,Greece,100.1323
1957-01-01,Hungary,
2013-01-01,Chile,100.3252
1973-01-01,Australia,97.98101
2014-01-01,Slovenia,97.56679
2005-01-01,New Zealand,101.5589
1986-01-01,Chile,
2005-01-01,Finland,101.0768
1966-01-01,Sweden,
1991-01-01,Turkey,102.7623
1996-01-01,Greece,99.37943
1994-01-01,Greece,99.73648
1965-01-01,Switzerland,
1978-01-01,Ireland,
2007-01-01,Germany,100.7413
2013-01-01,Slovenia,100.6948
1990-01-01,France,101.6412
1980-01-01,Mexico,
1996-01-01,Israel,
1973-01-01,Slovenia,
1977-01-01,Finland,
1984-01-01,Netherlands,98.48464
1983-01-01,Italy,100.295
1992-01-01,Estonia,
2015-01-01,Hungary,98.91817
1969-01-01,Portugal,
1963-01-01,Switzerland,
1995-01-01,New Zealand,101.9814
2005-01-01,Denmark,98.68705
1978-01-01,Russia,
1978-01-01,New Zealand,
2005-01-01,France,99.03185
1968-01-01,Austria,98.44125
1971-01-01,Australia,101.1949
1990-01-01,Mexico,102.1746
1969-01-01,Austria,98.14236
1976-01-01,Finland,
2009-01-01,Australia,100.7628
1968-01-01,Indonesia,
1979-01-01,New Zealand,
1971-01-01,Belgium,100.4876
2006-01-01,Canada,100.1502
2002-01-01,Czech Republic,101.7001
2003-01-01,Indonesia,99.53402
1983-01-01,Chile,
1982-01-01,India,
1983-01-01,Belgium,99.83739
1995-01-01,Finland,101.4134
2005-01-01,Slovak Republic,97.38774
1982-01-01,Russia,
1963-01-01,People's Republic of China.: Mainland,
1990-01-01,India,
1981-01-01,Sweden,101.4944
2006-01-01,Russia,99.33601
2012-01-01,Austria,102.0084
1989-01-01,France,100.1628
1980-01-01,Spain,99.5413
1993-01-01,Slovak Republic,
1974-01-01,Poland,
1999-01-01,Czech Republic,99.54414
2004-01-01,Estonia,99.30321
1997-01-01,Italy,101.0104
1966-01-01,Greece,
2009-01-01,Czech Republic,102.3172
1981-01-01,Russia,
1961-01-01,Austria,
2014-01-01,Poland,99.10532
1975-01-01,Sweden,102.5932
2004-01-01,Germany,99.29623
1984-01-01,Japan,99.69465
2005-01-01,Israel,99.37572
2002-01-01,Belgium,101.0349
1994-01-01,Norway,98.65142
1974-01-01,Australia,102.1124
1962-01-01,Korea,
1967-01-01,Sweden,
1997-01-01,Austria,99.07964
1958-01-01,Turkey,
1975-01-01,Russia,
2007-01-01,Japan,101.3011
1995-01-01,Russia,97.78592
2004-01-01,Poland,100.7838
2009-01-01,Netherlands,101.9159
2011-01-01,Switzerland,100.3161
1990-01-01,United Kingdom,101.4864
2010-01-01,Denmark,96.78975
1966-01-01,New Zealand,
1985-01-01,Indonesia,
1978-01-01,Slovak Republic,
1968-01-01,People's Republic of China.: Mainland,
1972-01-01,Norway,
1985-01-01,Czech Republic,
1972-01-01,Brazil,
1957-01-01,Slovenia,
2006-01-01,Indonesia,103.8629
1958-01-01,India,
2002-01-01,United States,99.0536
1956-01-01,Mexico,
1958-01-01,Russia,
1992-01-01,Norway,100.6997
1957-01-01,Poland,
1994-01-01,People's Republic of China.: Mainland,100.3253
1962-01-01,Luxembourg,
1992-01-01,Slovak Republic,
2001-01-01,Mexico,100.6355
1993-01-01,Luxembourg,100.3098
2008-01-01,Portugal,102.7508
1994-01-01,Denmark,97.8505
1992-01-01,Ireland,98.94473
1976-01-01,Slovenia,
1989-01-01,Japan,101.937
1963-01-01,Ireland,
1984-01-01,Russia,
1985-01-01,Belgium,100.352
1979-01-01,Norway,98.4889
1960-01-01,United Kingdom,100.3336
1989-01-01,Netherlands,99.39514
2010-01-01,Hungary,96.26077
1962-01-01,Portugal,
1985-01-01,Australia,101.0528
1975-01-01,Slovak Republic,
1956-01-01,Italy,
1986-01-01,Austria,100.278
2000-01-01,Spain,101.4142
1976-01-01,South Africa,
1959-01-01,Italy,
1992-01-01,Mexico,99.37005
1982-01-01,Israel,
1993-01-01,People's Republic of China.: Mainland,96.58705
1987-01-01,Indonesia,
2013-01-01,India,100.2025
1993-01-01,Korea,97.6945
2006-01-01,Portugal,99.08003
1961-01-01,Australia,
1982-01-01,Switzerland,100.4556
1984-01-01,Turkey,
1986-01-01,Hungary,
1998-01-01,People's Republic of China.: Mainland,103.1706
