Date,Country,Composite Leading Index
1963-01-01,Poland,
2012-01-01,Finland,103.3994
1989-01-01,Ireland,99.59157
1979-01-01,United Kingdom,101.7042
2005-01-01,Belgium,100.0102
2001-01-01,Canada,100.4134
2007-01-01,Belgium,100.33
2005-01-01,Australia,99.82877
2007-01-01,Hungary,100.8196
1981-01-01,Korea,
2012-01-01,Belgium,102.0512
2013-01-01,Poland,100.0316
1967-01-01,United Kingdom,99.85731
1968-01-01,New Zealand,
1981-01-01,Mexico,
1972-01-01,Poland,
1996-01-01,Russia,98.13084
2008-01-01,Germany,101.7548
1968-01-01,Greece,
1985-01-01,Korea,
2013-01-01,Belgium,99.70209
2012-01-01,Poland,100.2765
1995-01-01,Portugal,98.05356
1960-01-01,Turkey,
1990-01-01,Australia,102.2583
2007-01-01,Norway,101.3905
2010-01-01,Indonesia,96.31721
1999-01-01,Ireland,101.2575
1995-01-01,United States,100.2389
2010-01-01,Greece,99.6394
2015-01-01,Chile,99.79798
2004-01-01,Brazil,98.60748
1976-01-01,Italy,96.91782
1992-01-01,Greece,98.32029
1978-01-01,Mexico,
1971-01-01,Finland,
1973-01-01,Switzerland,98.11579
1979-01-01,Belgium,99.91892
1977-01-01,Hungary,
2000-01-01,Denmark,98.73208
1969-01-01,Estonia,
1977-01-01,Belgium,100.8484
1982-01-01,Brazil,
1963-01-01,Turkey,
1970-01-01,Estonia,
1995-01-01,India,
2014-01-01,Brazil,100.6866
1998-01-01,Poland,100.8586
1985-01-01,Canada,101.1843
2003-01-01,United States,98.54822
1981-01-01,Estonia,
1986-01-01,Finland,
2005-01-01,Canada,100.5273
1997-01-01,France,99.03006
1958-01-01,Netherlands,
2003-01-01,Israel,99.31937
1967-01-01,Korea,
1991-01-01,Japan,101.6064
1959-01-01,Norway,
2015-01-01,Brazil,98.47989
2001-01-01,Greece,100.2766
1987-01-01,Greece,98.36192
1971-01-01,Brazil,
1962-01-01,France,
1958-01-01,Belgium,
1989-01-01,Chile,
2014-01-01,Spain,98.1571
1977-01-01,Poland,
1997-01-01,Russia,98.1211
1958-01-01,Australia,
1978-01-01,Poland,
2013-01-01,Denmark,99.25425
1961-01-01,Netherlands,
2005-01-01,Hungary,100.1723
1980-01-01,United Kingdom,101.6497
1993-01-01,Indonesia,
2010-01-01,Sweden,96.16335
1983-01-01,Denmark,98.24754
1967-01-01,United States,101.617
2004-01-01,Ireland,97.53147
2003-01-01,Norway,99.45137
1992-01-01,Sweden,98.2093
1989-01-01,United States,100.3626
2007-01-01,Switzerland,100.7856
1998-01-01,Russia,101.1969
1978-01-01,United Kingdom,99.13593
1967-01-01,Slovenia,
1988-01-01,Korea,
2009-01-01,United States,101.3367
1996-01-01,Indonesia,101.5201
2006-01-01,Luxembourg,100.1367
1959-01-01,Mexico,
1993-01-01,Finland,96.70681
1973-01-01,South Africa,
1990-01-01,Canada,100.7088
1968-01-01,Slovak Republic,
1997-01-01,Netherlands,99.45079
1987-01-01,South Africa,98.79552
1973-01-01,Sweden,98.66442
1991-01-01,Korea,
1987-01-01,India,
1969-01-01,Switzerland,98.95704
2004-01-01,Netherlands,98.87735
1959-01-01,New Zealand,
1968-01-01,Switzerland,
1985-01-01,Slovak Republic,
1969-01-01,Finland,
1987-01-01,Sweden,99.57169
1993-01-01,Mexico,99.95065
1971-01-01,Luxembourg,
1960-01-01,Slovak Republic,
2012-01-01,United States,100.0918
1996-01-01,Switzerland,101.6873
1968-01-01,Israel,
1970-01-01,Sweden,
2004-01-01,Australia,100.0343
2009-01-01,Germany,101.3596
1976-01-01,Israel,
2000-01-01,France,100.2523
1967-01-01,Greece,
1977-01-01,Slovenia,
1973-01-01,Chile,
2002-01-01,Portugal,102.4271
1961-01-01,Slovak Republic,
1999-01-01,Belgium,100.8907
1977-01-01,Denmark,103.2181
1986-01-01,Luxembourg,
1962-01-01,Norway,
2001-01-01,United Kingdom,101.005
2015-01-01,United States,100.5871
1965-01-01,Czech Republic,
1990-01-01,Portugal,100.5526
1992-01-01,Luxembourg,100.4235
1989-01-01,Portugal,100.9946
1959-01-01,France,
1958-01-01,Luxembourg,
2014-01-01,Germany,99.03027
1962-01-01,Ireland,
1956-01-01,Estonia,
1979-01-01,Greece,103.201
1962-01-01,Estonia,
1995-01-01,Estonia,
2011-01-01,Belgium,100.1993
1957-01-01,Ireland,
1981-01-01,Norway,103.6377
1974-01-01,Germany,102.3814
1978-01-01,Turkey,
1990-01-01,Slovak Republic,
1991-01-01,Germany,100.8494
2007-01-01,United Kingdom,99.9645
1959-01-01,Hungary,
1959-01-01,Germany,
2009-01-01,Chile,100.9278
1989-01-01,Greece,101.3861
2010-01-01,Finland,94.72842
2007-01-01,Poland,100.7883
2000-01-01,United Kingdom,98.63358
1996-01-01,Spain,99.92224
1999-01-01,Austria,100.5892
1984-01-01,Poland,
1972-01-01,Ireland,
1963-01-01,Israel,
2003-01-01,Switzerland,98.00694
2013-01-01,New Zealand,99.67083
2002-01-01,Denmark,99.68246
1958-01-01,Korea,
1987-01-01,France,99.72515
1963-01-01,Belgium,
1981-01-01,Ireland,100.4379
1971-01-01,Sweden,
2015-01-01,Canada,100.0868
1977-01-01,Norway,99.90948
2011-01-01,Indonesia,100.1612
1970-01-01,Australia,100.4525
1982-01-01,Estonia,
1959-01-01,Sweden,
1997-01-01,Slovak Republic,101.3188
1970-01-01,United States,101.3031
1996-01-01,Canada,100.5059
1986-01-01,Slovak Republic,
1960-01-01,Belgium,
1993-01-01,Austria,99.81007
1972-01-01,Slovenia,
1988-01-01,Netherlands,99.75947
1987-01-01,Mexico,98.28368
1969-01-01,New Zealand,
1963-01-01,Czech Republic,
2001-01-01,Brazil,101.0768
1994-01-01,Spain,98.57497
2012-01-01,Slovenia,102.5304
1976-01-01,United States,95.6732
1999-01-01,Canada,100.8641
1991-01-01,Poland,
2003-01-01,India,98.69836
1972-01-01,United Kingdom,97.96652
1984-01-01,France,100.1714
1968-01-01,India,
1975-01-01,Japan,102.6007
1967-01-01,Estonia,
1989-01-01,Estonia,
2008-01-01,Korea,100.5843
1997-01-01,People's Republic of China.: Mainland,100.7265
1960-01-01,Portugal,
1956-01-01,United States,
1956-01-01,Denmark,
1965-01-01,Hungary,
1998-01-01,Denmark,100.6955
1969-01-01,Slovenia,
2008-01-01,Hungary,101.37
1956-01-01,Brazil,
1989-01-01,South Africa,101.8771
2014-01-01,Australia,99.92956
2000-01-01,Turkey,93.37878
2012-01-01,Ireland,100.3789
2006-01-01,Germany,100.2109
1999-01-01,People's Republic of China.: Mainland,97.95873
2004-01-01,Turkey,99.62476
1987-01-01,Hungary,
1980-01-01,Czech Republic,
2009-01-01,Canada,100.3068
2013-01-01,Norway,100.4646
1990-01-01,South Africa,100.9116
1959-01-01,Slovenia,
1993-01-01,Turkey,100.0075
1992-01-01,Netherlands,100.2148
1959-01-01,Luxembourg,
1998-01-01,Hungary,99.90778
1993-01-01,Switzerland,98.42841
1992-01-01,France,99.64053
1985-01-01,Israel,
1981-01-01,Luxembourg,
1969-01-01,Ireland,
2005-01-01,Norway,99.37897
1985-01-01,Chile,
1963-01-01,Canada,100.9138
1978-01-01,Netherlands,99.9116
2000-01-01,Russia,96.15086
1972-01-01,France,99.95529
2015-01-01,Switzerland,100.8639
2013-01-01,Italy,99.71864
1976-01-01,France,97.8655
1995-01-01,United Kingdom,101.164
1978-01-01,United States,101.1825
2004-01-01,Indonesia,97.98177
2014-01-01,People's Republic of China.: Mainland,100.5777
2011-01-01,France,99.82451
1986-01-01,Czech Republic,
1961-01-01,United Kingdom,102.4359
2007-01-01,India,99.1996
1960-01-01,Korea,
1988-01-01,New Zealand,99.1861
1977-01-01,Greece,100.258
1957-01-01,Czech Republic,
1980-01-01,Estonia,
2002-01-01,Brazil,101.4292
1994-01-01,Germany,96.90331
2003-01-01,Luxembourg,98.78609
1993-01-01,Norway,99.60786
1974-01-01,Norway,
1982-01-01,Turkey,
1986-01-01,Mexico,101.8105
1967-01-01,Brazil,
2009-01-01,Slovenia,101.1485
1992-01-01,Israel,
2004-01-01,Switzerland,97.50164
1999-01-01,Portugal,100.7508
2003-01-01,Germany,98.4569
1964-01-01,France,
1985-01-01,Sweden,102.3239
1995-01-01,Norway,100.2086
2009-01-01,Italy,101.5162
2015-01-01,Indonesia,99.02507
1968-01-01,Estonia,
2011-01-01,Chile,101.159
1975-01-01,New Zealand,
1995-01-01,Czech Republic,
1981-01-01,People's Republic of China.: Mainland,
1965-01-01,Chile,
2012-01-01,Greece,99.09898
2005-01-01,Switzerland,99.9272
1990-01-01,New Zealand,100.7279
1960-01-01,Russia,
1971-01-01,Norway,
1966-01-01,Spain,
1975-01-01,Turkey,
1960-01-01,Germany,
2011-01-01,Turkey,100.4009
2008-01-01,Denmark,101.401
2010-01-01,India,98.96818
1995-01-01,Mexico,104.5456
1994-01-01,Chile,
1966-01-01,People's Republic of China.: Mainland,
1974-01-01,Turkey,
1973-01-01,Ireland,
1997-01-01,Australia,98.94065
1991-01-01,Australia,99.94971
1985-01-01,Austria,99.82521
2008-01-01,Italy,101.5778
1986-01-01,Norway,101.0207
1980-01-01,Finland,
1968-01-01,United States,98.95074
2001-01-01,Czech Republic,100.453
1960-01-01,Austria,
1987-01-01,Slovenia,
1984-01-01,Slovak Republic,
2014-01-01,Netherlands,98.77753
2003-01-01,Sweden,97.88857
2010-01-01,United States,95.63262
2013-01-01,Mexico,101.2305
1961-01-01,Spain,
2004-01-01,South Africa,98.87054
1973-01-01,Belgium,99.07437
1979-01-01,Switzerland,100.7537
1965-01-01,Germany,99.9212
2006-01-01,Brazil,100.3843
2009-01-01,Israel,103.3714
2013-01-01,Indonesia,100.9206
1993-01-01,France,99.39217
1980-01-01,Sweden,101.5206
1960-01-01,France,
1966-01-01,Brazil,
1958-01-01,Brazil,
1956-01-01,India,
2013-01-01,Czech Republic,99.48127
2006-01-01,Italy,99.98357
1983-01-01,Hungary,
2012-01-01,Indonesia,100.2106
2003-01-01,Finland,98.59441
2010-01-01,Ireland,96.98358
1982-01-01,Italy,99.99654
2000-01-01,Netherlands,99.51288
2010-01-01,Poland,98.2169
2004-01-01,Mexico,100.289
1991-01-01,Belgium,101.3463
2003-01-01,Spain,99.60265
1988-01-01,Australia,99.07955
1980-01-01,Ireland,101.4346
1973-01-01,People's Republic of China.: Mainland,
1958-01-01,Switzerland,
1996-01-01,Chile,
1978-01-01,Canada,100.1239
1983-01-01,Germany,99.18834
1988-01-01,Italy,100.426
1960-01-01,Israel,
1963-01-01,France,
1993-01-01,Greece,100.2685
1969-01-01,France,
2004-01-01,New Zealand,99.81927
1986-01-01,Ireland,100.069
1979-01-01,Indonesia,
1956-01-01,United Kingdom,
1961-01-01,Italy,
1985-01-01,Mexico,99.38029
1972-01-01,Chile,
1981-01-01,Hungary,
1976-01-01,United Kingdom,95.00476
1960-01-01,Spain,
1975-01-01,Italy,103.2385
1988-01-01,Austria,99.10625
2010-01-01,Canada,96.39584
1959-01-01,Israel,
1958-01-01,Indonesia,
2006-01-01,India,99.66634
1984-01-01,Italy,97.87399
2013-01-01,Portugal,97.88198
1977-01-01,Mexico,
1958-01-01,Greece,
1980-01-01,Slovenia,
1984-01-01,Norway,97.67399
1997-01-01,Indonesia,102.5226
2001-01-01,Belgium,101.5773
1985-01-01,India,
1980-01-01,Luxembourg,
1964-01-01,Greece,
1994-01-01,South Africa,98.24326
1983-01-01,New Zealand,
1967-01-01,Russia,
1987-01-01,Australia,100.0171
1979-01-01,Turkey,
2011-01-01,Brazil,101.8923
1993-01-01,Poland,99.41109
2000-01-01,Sweden,99.39793
1977-01-01,India,
1995-01-01,Italy,98.04047
1988-01-01,Hungary,
2002-01-01,People's Republic of China.: Mainland,98.07415
1961-01-01,Russia,
1992-01-01,Slovenia,
1971-01-01,Canada,98.80429
2010-01-01,Netherlands,96.13035
1999-01-01,Chile,100.8735
2012-01-01,Luxembourg,102.3417
2007-01-01,Austria,99.88586
2006-01-01,People's Republic of China.: Mainland,100.1828
1972-01-01,South Africa,
1959-01-01,United Kingdom,98.07966
1962-01-01,Slovak Republic,
2006-01-01,Slovenia,99.24994
1999-01-01,Japan,98.91959
1960-01-01,Estonia,
1960-01-01,South Africa,
1996-01-01,Netherlands,101.169
1983-01-01,Austria,98.89743
2000-01-01,Brazil,97.48116
2014-01-01,Turkey,100.6463
1956-01-01,Spain,
2011-01-01,Luxembourg,100.1628
1961-01-01,United States,100.9274
1990-01-01,Indonesia,
1981-01-01,Czech Republic,
1967-01-01,Turkey,
1993-01-01,Hungary,101.1165
1980-01-01,Portugal,100.0985
1970-01-01,Denmark,101.4578
1978-01-01,Germany,100.7072
2000-01-01,Luxembourg,99.11449
1988-01-01,Russia,
1971-01-01,Netherlands,101.781
1966-01-01,Austria,100.807
2002-01-01,Sweden,100.9651
1993-01-01,Canada,99.24477
1972-01-01,Mexico,
1977-01-01,Portugal,
1975-01-01,France,100.8595
1966-01-01,United States,101.0551
1976-01-01,Denmark,95.76752
1988-01-01,Mexico,99.22192
2003-01-01,South Africa,100.4151
2002-01-01,India,100.6256
1973-01-01,Russia,
1983-01-01,Israel,
2002-01-01,Australia,98.87045
1989-01-01,Slovenia,
1979-01-01,South Africa,97.94347
1963-01-01,Netherlands,100.3249
2008-01-01,Turkey,101.4076
1984-01-01,Australia,96.7312
1967-01-01,Japan,98.3563
2010-01-01,Israel,96.18569
1965-01-01,Israel,
1984-01-01,Belgium,99.19714
1995-01-01,Luxembourg,99.342
1958-01-01,United Kingdom,
1979-01-01,Italy,98.81839
2003-01-01,Estonia,97.30179
1968-01-01,Japan,99.89582
1963-01-01,United Kingdom,97.52509
1989-01-01,Russia,
1990-01-01,Belgium,100.6674
1978-01-01,Czech Republic,
2000-01-01,Korea,100.1163
1963-01-01,Japan,100.3054
1968-01-01,United Kingdom,96.64133
1961-01-01,Estonia,
2004-01-01,Korea,100.2051
1971-01-01,United States,98.90412
1958-01-01,Slovenia,
1957-01-01,Chile,
1998-01-01,Mexico,101.1523
1990-01-01,Turkey,96.53191
1990-01-01,Germany,100.9651
1973-01-01,Finland,
1981-01-01,Portugal,102.3972
2003-01-01,Denmark,98.69189
1964-01-01,Russia,
2009-01-01,Japan,100.4791
2009-01-01,India,100.704
1987-01-01,Israel,
1972-01-01,Germany,99.49838
1996-01-01,Slovenia,
1996-01-01,France,101.3784
1960-01-01,Japan,
1984-01-01,Indonesia,
1957-01-01,Belgium,
1975-01-01,Portugal,
1994-01-01,Austria,98.25322
1991-01-01,Greece,104.7976
1961-01-01,Canada,99.64576
2013-01-01,Finland,97.99025
1956-01-01,Germany,
1990-01-01,Russia,
1985-01-01,United Kingdom,101.4409
1991-01-01,New Zealand,101.0199
2002-01-01,Luxembourg,100.8487
2004-01-01,Luxembourg,99.21366
1972-01-01,Netherlands,99.97096
1986-01-01,Indonesia,
1980-01-01,Denmark,102.5799
1970-01-01,Portugal,
2001-01-01,Germany,101.1005
1978-01-01,Spain,99.60157
1995-01-01,Israel,
1983-01-01,United Kingdom,99.00923
1999-01-01,Estonia,104.9958
1977-01-01,Italy,99.45621
1994-01-01,Italy,97.8264
1970-01-01,Israel,
1956-01-01,Slovak Republic,
1971-01-01,Czech Republic,
1974-01-01,India,
1959-01-01,Ireland,
1982-01-01,Finland,
1962-01-01,Finland,
2011-01-01,Canada,100.5591
1971-01-01,Indonesia,
1965-01-01,Netherlands,100.7414
1959-01-01,Czech Republic,
1989-01-01,Italy,100.5424
1980-01-01,Italy,102.0792
2008-01-01,Brazil,101.229
2014-01-01,South Africa,100.6686
1997-01-01,Switzerland,98.89092
1972-01-01,Canada,98.60919
1965-01-01,France,
1970-01-01,Netherlands,101.0452
1986-01-01,Belgium,99.99259
1967-01-01,Ireland,
1985-01-01,Hungary,
1988-01-01,India,
1986-01-01,Denmark,101.2027
2000-01-01,Germany,98.73453
1973-01-01,United Kingdom,103.3269
2014-01-01,Ireland,99.80717
1998-01-01,Austria,99.39389
1997-01-01,Denmark,99.70807
1988-01-01,Denmark,100.0096
1974-01-01,Czech Republic,
1971-01-01,India,
1993-01-01,Czech Republic,
1996-01-01,Luxembourg,101.8211
2013-01-01,Netherlands,99.54153
1961-01-01,Denmark,
2010-01-01,South Africa,96.73058
1983-01-01,Switzerland,98.33218
1980-01-01,Hungary,
1982-01-01,Luxembourg,
1976-01-01,Turkey,
1970-01-01,Slovenia,
1983-01-01,Netherlands,98.59243
1974-01-01,Korea,
1974-01-01,Netherlands,101.5404
1991-01-01,Russia,
1967-01-01,Netherlands,100.6138
1977-01-01,United Kingdom,99.1562
1970-01-01,Korea,
1989-01-01,Switzerland,99.49167
1975-01-01,Switzerland,101.9969
1998-01-01,Australia,99.49593
1995-01-01,Switzerland,101.5521
2009-01-01,Hungary,101.5335
1984-01-01,South Africa,98.6509
2008-01-01,Mexico,100.0007
1985-01-01,France,99.59658
1995-01-01,Denmark,100.7483
1981-01-01,United Kingdom,99.93076
2005-01-01,Czech Republic,98.83546
1984-01-01,India,
1999-01-01,Hungary,102.1543
1957-01-01,Korea,
1972-01-01,Spain,
2003-01-01,People's Republic of China.: Mainland,97.50251
1994-01-01,Australia,100.1381
2010-01-01,Turkey,89.31734
1975-01-01,Luxembourg,
1970-01-01,Ireland,
1970-01-01,Belgium,101.292
1996-01-01,Portugal,101.5386
1990-01-01,Norway,98.65336
2000-01-01,Mexico,98.52518
1980-01-01,Norway,99.29216
1974-01-01,Luxembourg,
1962-01-01,Slovenia,
1984-01-01,Mexico,96.00523
1962-01-01,Poland,
1973-01-01,Slovak Republic,
2004-01-01,Greece,100.2421
1958-01-01,Estonia,
1957-01-01,Estonia,
1978-01-01,Hungary,
1988-01-01,Luxembourg,99.16039
1967-01-01,Israel,
1972-01-01,Australia,99.54053
1977-01-01,Slovak Republic,
1967-01-01,New Zealand,
1967-01-01,Finland,
1998-01-01,Indonesia,106.9207
1984-01-01,New Zealand,
1965-01-01,Greece,
1979-01-01,Czech Republic,
1986-01-01,Canada,98.7232
1971-01-01,Italy,100.8656
2000-01-01,South Africa,97.07585
2004-01-01,Chile,97.88316
1999-01-01,Russia,99.72163
1992-01-01,Poland,
1991-01-01,Brazil,99.57747
1974-01-01,Austria,102.0292
1962-01-01,New Zealand,
1957-01-01,Australia,
2013-01-01,United States,99.61746
1981-01-01,Slovak Republic,
1971-01-01,Austria,101.0827
1986-01-01,Portugal,98.37849
1993-01-01,Sweden,98.01922
1963-01-01,Hungary,
1992-01-01,Czech Republic,
1967-01-01,France,
1991-01-01,Indonesia,
1997-01-01,Hungary,98.46381
1998-01-01,Czech Republic,101.5073
1986-01-01,France,99.06675
1968-01-01,Denmark,
1985-01-01,Norway,100.3858
1986-01-01,Korea,
1966-01-01,Slovak Republic,
1973-01-01,Germany,97.96329
1977-01-01,Switzerland,98.03273
2009-01-01,Spain,102.3499
1970-01-01,Poland,
2002-01-01,Italy,101.0354
1956-01-01,Australia,
1968-01-01,Germany,95.31116
2011-01-01,Slovak Republic,97.18215
1974-01-01,People's Republic of China.: Mainland,
2010-01-01,Mexico,95.12916
1965-01-01,Turkey,
1983-01-01,Slovak Republic,
1979-01-01,Japan,99.58829
1996-01-01,Estonia,
2013-01-01,Slovak Republic,98.55936
1984-01-01,Brazil,
1994-01-01,Czech Republic,
1971-01-01,Russia,
1971-01-01,Greece,
2000-01-01,Switzerland,99.35301
1982-01-01,South Africa,104.1807
2015-01-01,Russia,100.4232
1988-01-01,Norway,99.59669
1989-01-01,Finland,102.8834
1998-01-01,Ireland,96.92565
1956-01-01,People's Republic of China.: Mainland,
2014-01-01,Korea,99.28062
1988-01-01,Japan,99.10762
1968-01-01,Korea,
1974-01-01,Spain,
1994-01-01,Mexico,98.80454
1991-01-01,India,
1997-01-01,India,101.6936
2014-01-01,Luxembourg,99.08783
1972-01-01,Italy,98.84563
2013-01-01,People's Republic of China.: Mainland,100.0995
1998-01-01,South Africa,100.9124
2009-01-01,United Kingdom,101.0119
1959-01-01,Estonia,
1965-01-01,Slovak Republic,
1988-01-01,Canada,101.4263
1973-01-01,France,99.78726
2000-01-01,Indonesia,92.51637
1984-01-01,Sweden,99.48412
1980-01-01,Germany,101.7373
1965-01-01,Norway,
2002-01-01,Norway,101.0373
2004-01-01,United Kingdom,99.68927
1956-01-01,Netherlands,
1973-01-01,United States,101.1281
1998-01-01,Sweden,99.46216
2004-01-01,Russia,98.72598
2001-01-01,Switzerland,101.8523
2007-01-01,Canada,100.1581
1975-01-01,Denmark,100.0729
1971-01-01,New Zealand,
1981-01-01,Germany,100.9907
1988-01-01,Greece,97.71652
2015-01-01,Mexico,98.89801
1982-01-01,Poland,
1985-01-01,Slovenia,
1972-01-01,United States,98.74788
1967-01-01,South Africa,
1979-01-01,Poland,
1997-01-01,United Kingdom,99.94491
1989-01-01,Brazil,
1962-01-01,Austria,
1994-01-01,Slovak Republic,
1991-01-01,France,101.459
1996-01-01,Japan,100.8321
1982-01-01,Germany,98.68247
1975-01-01,Greece,
1983-01-01,Sweden,99.24212
1989-01-01,Germany,99.66817
1973-01-01,Spain,
2001-01-01,Indonesia,100.8804
1997-01-01,Japan,101.3144
1959-01-01,Australia,
1986-01-01,Germany,100.8221
1964-01-01,Brazil,
1974-01-01,Greece,
1997-01-01,Portugal,99.12379
1956-01-01,Indonesia,
1990-01-01,Korea,
1984-01-01,Chile,
1974-01-01,New Zealand,
2010-01-01,Switzerland,95.25838
1956-01-01,Austria,
1987-01-01,Portugal,99.48465
1995-01-01,People's Republic of China.: Mainland,98.7663
2011-01-01,United States,98.7951
1967-01-01,Portugal,
1964-01-01,Belgium,
1997-01-01,Canada,97.9758
1991-01-01,Canada,99.35639
1956-01-01,Israel,
1987-01-01,Chile,
1966-01-01,Portugal,
2015-01-01,Slovenia,98.11639
1996-01-01,Norway,100.3431
1978-01-01,Switzerland,101.1502
1984-01-01,Luxembourg,
1966-01-01,Netherlands,100.8695
1962-01-01,Brazil,
2009-01-01,Greece,101.8509
1966-01-01,Belgium,
2014-01-01,Belgium,98.86483
1995-01-01,Poland,99.7919
1978-01-01,France,100.0537
1968-01-01,Luxembourg,
1960-01-01,United States,101.9054
2007-01-01,Israel,100.6524
1964-01-01,Sweden,
1967-01-01,Belgium,
2006-01-01,Slovak Republic,99.77785
1969-01-01,Sweden,
1973-01-01,Brazil,
1979-01-01,Brazil,
2006-01-01,Spain,100.3715
2015-01-01,Japan,101.4482
1970-01-01,New Zealand,
1997-01-01,Spain,99.31435
1965-01-01,Belgium,
1959-01-01,Brazil,
2005-01-01,United Kingdom,100.517
1970-01-01,Greece,
1962-01-01,People's Republic of China.: Mainland,
1958-01-01,Spain,
1997-01-01,Finland,97.5181
1977-01-01,Indonesia,
1972-01-01,India,
1965-01-01,Estonia,
1988-01-01,Indonesia,
2011-01-01,Russia,95.86628
2012-01-01,United Kingdom,101.4678
2000-01-01,Estonia,96.8538
1981-01-01,Spain,99.28581
1978-01-01,Australia,99.94748
1998-01-01,Israel,99.33776
1976-01-01,Korea,
2007-01-01,Portugal,99.40919
1965-01-01,Mexico,
1967-01-01,Indonesia,
1973-01-01,Portugal,
1972-01-01,Russia,
1984-01-01,Portugal,100.4089
2001-01-01,Australia,100.7855
2015-01-01,India,98.41599
1992-01-01,United States,97.18497
1969-01-01,Spain,
1979-01-01,Chile,
1975-01-01,Indonesia,
2005-01-01,Spain,99.9107
2000-01-01,United States,99.9787
1995-01-01,Spain,98.68829
1971-01-01,Switzerland,102.1677
1957-01-01,Denmark,
1959-01-01,Netherlands,
2010-01-01,Slovak Republic,100.4038
1966-01-01,Chile,
1968-01-01,Netherlands,97.04623
1984-01-01,United States,98.02653
1959-01-01,Switzerland,
1982-01-01,Canada,101.1334
2007-01-01,Czech Republic,101.4144
1999-01-01,Luxembourg,101.0953
1986-01-01,India,
2012-01-01,Spain,99.76009
