Date,"Afghanistan: Official exchange rate (LCU per US$, period average)",Algeria: PPP conversion factor (GDP) to market exchange rate ratio,"Angola: CPI Price, % y-o-y, nominal, seas. adj.",Antigua and Barbuda: Broad money growth (annual %),Argentina: Money and quasi money growth (annual %),Aruba: Real interest rate (%),"Australia: Risk premium on lending (prime rate minus treasury bill rate, %)",Austria: Return on assets (%),Azerbaijan: Return on equity (%),"The Bahams: Foreign direct investment, net outflows (% of GDP)",Bangladesh: External balance on goods and services (% of GDP),Barbados: Trade (% of GDP),"Belarus: Current Account Balance, %GDP",Belgium: Terms of Trade,Belize: Cash surplus/deficit (% of GDP),Bosnia & Herzegovina: Domestic credit to private sector (% of GDP),Botswana: Central bank intervention rate (%),Brazil: Bank capital to assets ratio (%),Brunei Darussalam: Credit to government and state-owned enterprises to GDP (%),Bulgaria: Population growth (annual %),Burkina Faso: Global Competitiveness Index (GCI),Cambodia: Household final consumption expenditure (annual % growth),"Cameroon: Change in Inventories, constant US$, millions",Canada: S&P Global Equity Indices (annual % change),"Central African Rep.: average years of total schooling, 15+, total",Chad: Gross capital formation (annual % growth),Chile: Gross capital formation (% of GDP),"People's Republic of China.: Mainland: Adjusted net savings, excluding particulate emission damage (% of GNI)",People's Republic of China.:Hong Kong: GDP (constant 2000 US$),Comoros: Control of Corruption: Percentile Rank,Republic of Congo: Political Stability and Absence of Violence/Terrorism: Percentile Rank,Costa Rica: Voice and Accountability: Percentile Rank,C?te d'Ivoire: Regulatory Quality (estimate),Denmark: Ease of doing business index (1=most business-friendly regulations),Djibouti: Protecting investors (rank),Dominica: Strength of legal rights index (0=weak to 10=strong),Ecuador: Strength of investor protection index (0 to 10),Egypt: Total tax rate (% of commercial profits),"Estonia: Labor participation rate, total (% of total population ages 15+)","Ethiopia: Life expectancy at birth, total (years)","Fiji: Population, total",Finland: Age dependency ratio (% of working-age population),France: GINI index,Gabon: Average precipitation in depth (mm per year)
1960-12-31,193.90500943391004,,,,,,,,,,0.6894269251778199,109.41255006676,,1.04018159279,,,,,,0.95293653815999,,,5.500000000000001e-10,,,,17.363156751822,,,,,,,,,,,,,38.405707317073,393383.0,60.549596164469,,
1961-12-31,193.90500943391004,,,,-0.35971223021582,,,,,,-0.9176455618553101,103.87984981226,,1.00844848142,,,,,,0.9581558813006601,,,0.0020911077399999997,,,9.5892994176354,18.110560883392,,,,,,,,,,,,,39.068634146342,407152.0,59.602892813903,,
1962-12-31,193.90500943391004,,,,10.108303249097,,,,,,-0.061345709045445,114.01925391095,,1.01073911148,,,,,,0.8752590335616299,,,0.0020911077399999997,,,-16.250186811884998,15.451074744449,,,,,,,,,,,,,39.697658536585,421576.0,58.315952951892,,1831.0
1963-12-31,395.88939426089996,,,,33.114754098361004,,,,,,-1.6727928188149,115.935828877,,0.9920888123200001,,,,,,0.8103783243562199,,,0.0020911077399999997,,,26.866255891258,17.986117518575,,,,,,,,,,,,,40.276804878049,436208.0,56.868063365763,,
1964-12-31,436.28627122629996,,,,41.379310344828,,,,,,-4.0934429773877,112.48654467168998,,1.0017158551899998,,,,,,0.8160940495501199,,,0.0020911077399999997,,,-3.5296534578506,17.392823714781002,,,,,,,,,,,,,40.797073170732006,450452.0,55.483842959556,,
1965-12-31,436.28627122629996,,,,27.003484320557998,,,,,,-3.7038808950521998,126.90742624618,,1.0137090513,,,,,,0.73191103529221,,,0.0020911077399999997,,,-25.609977959025002,18.262689691261002,,16984613674.75,,,,,,,,,,,41.254463414633996,463884.0,54.309317056644,,
1966-12-31,436.28627122629996,,,,31.550068587106,,,,,,-2.3675413201074,136.76262387919,,1.01893863536,,,,,,0.6547012021586,,,0.0020911077399999997,,,16.393501687432998,18.918918918919,,17289402231.943,,,,,,,,,,,41.655975609756,476329.0,53.388265816248996,,
1967-12-31,436.28627122629996,,,,53.806047966632,,,,,,-3.2895758627182996,130.25597985732,,1.01867142454,,,,,,0.62974748090139,,,0.0020911077399999997,,,19.718849009912,18.75,,17566606068.085,,,,,,,,,,,42.01556097561,487911.0,52.671738771570006,,1831.0
1968-12-31,436.28627122629996,,,,28.067796610169,,,,,,-3.2755225166637003,138.20101966497,,1.0146864631899999,,,,,,0.71196474274479,,,0.0020911077399999997,,,-3.5296124503055,18.992805755396,,18163408291.166,,,,,,,,,,,42.346170731707,498887.0,52.09517450555101,,
1969-12-31,436.28627122629996,,,,20.910534674431,,,,,,-3.5193363448949997,139.54015544041,,1.0290726145,,,,,,0.76850966869777,,,0.0020911077399999997,,,18.292469661069,17.803943821819,,20223783459.882,,,,,,,,,,,42.652804878049004,509659.0,51.561493592591,,
1970-12-31,436.28627122629996,,,,20.840630472855,,,,,,-4.1943711686263,138.12672176308,,1.03174389816,,,,,,0.65472736247273,,,0.0020911077399999997,,0.82,-2.061497354595,19.204186413902,,22085752130.869,,,,,,,,,,,42.939902439024,520529.0,51.00528548954001,,
1971-12-31,436.28627122629996,,,,8.695652173913,,,,,,-4.436097202790901,135.12037726483,,1.01892851485,,,,,,0.5499965144583799,,,0.0020911077399999997,,,4.2101456833056,17.201501110515,,23696518956.87,,,,,,,,,,,43.211000000000006,531601.0,50.41583380867001,,
1972-12-31,436.28627122629996,,,,110.0,,,,,,-8.0578287502923,142.97502230152,,1.0320257827,,,,,,0.46521374215379996,,,0.0020911077399999997,,,-8.080817775719401,14.703679041119,,26211137605.854,,,,,,,,,,,43.463024390243994,542811.0,49.82760463609,,1831.0
1973-12-31,436.28627122629996,,,,74.603174603175,,,,,,-5.3158378429709,132.22799026475,,1.03958805301,,,,,,0.52063344062239,,,0.0020911077399999997,,,-5.4013840299868,10.469068509762,,29429844954.468,,,,,,,,,,,43.691536585366,554109.0,49.27359167512,,
1974-12-31,436.28627122629996,,,,54.545454545454,,,,,,-6.6474701359836,131.62637074518,,1.0147712998,,,,,,0.66796736070825,,,0.0020911077399999997,,,13.840297965898,24.839033044173004,,30140603730.091,,,,,,,,,,,43.891536585366,565386.0,48.797962385727,,
1975-12-31,436.28627122629996,,,,152.94117647059,,3.99,,,,-5.205468344663,110.79517479073999,,1.00288056112,,,,,,0.48273930785632,,,243.21017469703,,1.15,18.368628458748,16.967193329299,,30288928131.811,,,,,,,,,,,44.040024390244,576592.0,48.427386847682,,
1976-12-31,436.28627122629996,,,8.6433985941214,353.48837209302,,2.9883333333332995,,,,-12.890111393281,108.88481428899,,0.9979186305299999,,,,,,0.4331634607133,,,32.23242319646,,,-9.4826005722689,15.693752699681001,,35184876962.075,,,,,,,,,,,44.111048780488005,587522.0,48.17545644160499,,
1977-12-31,436.28627122629996,,,-3.7224502061246003,227.17948717948997,,1.875,,,,-5.3406942674147,110.68840901771001,,1.00344227525,,,,,,0.51909888035064,,,147.48920884362,,,13.334319334716001,17.346572373466998,,39310601593.466,,,,,,,,,,,44.098634146342,598256.0,48.023551828078006,,1831.0
1978-12-31,436.28627122629996,,,10.425749817118,172.57053291536,,1.7075,,,,-9.9231886391703,126.42985323741001,,1.00393704944,,,,,,0.11180475463559,,,346.50013171412,,,-21.264286476191,21.02981048844,,42558024184.487,,,,,,,,,,,44.012804878049,609344.0,47.926934982593004,,
1979-12-31,422.75331744289,,,15.477767767237001,187.40655549166001,,1.1233333333333,,,,-9.6886245814572,141.58878939451,,1.00516411957,,,,,,0.13501157268094,,,178.12640272176003,,,,21.056638381721,,47476357337.572,,,,,,,,,,,43.879536585366004,621537.0,47.824694876494,,
1980-12-31,429.28953213589995,0.7489746893366399,,11.189640270161,91.756702681072,,-0.1675,,,,-12.388663530133,142.17612729646999,,0.9670838201899999,,,8.4799995422363,,,0.40248874474625,,,117.73267329891,,1.66,,21.022392868489998,,52275420487.748,,,,,,,,,,,43.746804878049005,635256.0,47.677407793058,,
1981-12-31,481.65196405844,0.69654643115953,,15.939765832449998,100.45388146911999,,1.7491666666666998,,,,-8.985432785299801,128.77769345701,,0.9235282992399999,,,9.6300001144409,,,0.33326882518889,,,361.92002466483,,,,22.696853530867,,57116539032.315,,,,,,,,,,,43.67356097561,650966.0,47.462323869563,,
1982-12-31,490.5796738678,0.6283292193631,,13.477752659653001,139.09116935168998,,2.2325,,,,-10.45632446148,130.29648723618,,0.9168778873000001,,,24.209999084473,,,0.29581278329628,,,210.99937839128003,,,,11.282120241364998,9.9099145761424,58801355007.04099,,,,,,,,,,,43.705292682926995,668219.0,47.202849558035,,1831.0
1983-12-31,490.5796738678,0.61910048999909,,23.817790140756998,401.19304203948997,,3.4391666667500003,,,,-9.1091825588983,139.88072396818998,,0.91518348439,,,13.380000114441,,,0.24954660082538002,,,147.91055672639,,,,9.854208682587199,14.870285651935001,62315919794.147995,,,,,,,,,,,43.868487804877994,685422.0,46.960574357534,,
1984-12-31,490.5796738678,0.62298454673232,,5.6751575142312,654.96561879651,,2.7691666666667003,,,,-10.019216905802999,139.11326255276,,0.9225458704200001,,,12.0,,,0.23397230973017,,,99.83963204132,,,,13.676586003494,17.093824687742,68531187045.202,,,,,,,,,,,44.168609756098,700394.0,46.818670121646,,
1985-12-31,490.5796738678,0.62810022941324,,11.382136563261001,428.15194683172996,,1.9258333333333,,,,-7.4532274242584,127.81858131450001,,0.93090350562,,,11.5,,,-0.0014731135024134,,,81.26945324744,,2.06,,17.193376008813,17.491945800141,69049983294.818,,,,,,,,,,,44.583707317073,711663.0,46.831689158751004,,
1986-12-31,490.5796738678,0.67417805430695,,18.133938000229,113.01532316698,,3.1008333333333,,,,-6.652878581674499,110.75585495966001,,0.9668891172399999,,,11.0,,,-0.026519754526249002,,,134.82602695716002,,,7.234758471561201,18.884426193310002,21.388561456789,76684167898.00099,,,,,,,,,,,45.074804878049,718493.0,47.015542851949995,,
1987-12-31,490.5796738678,0.69369124251635,,36.497099613481005,163.14248715620002,,3.1475,,,,-6.7076983533779,91.45416289268,,0.9755997397600001,,,10.0,,,0.14710929264027,,,27.50450960602,,,9.246812247701499,22.17000437624,20.572702805081,86958685124.798,,,,,,,,,,,45.584926829268,721594.0,47.340498627007,,1831.0
1988-12-31,490.5796738678,0.5993666545058299,,17.900784095896,442.80570589960996,,2.5916666666666,,,,-6.821462379335901,96.954052658751,,0.98909248718,,,7.8299999237061,,,0.11237242382403,,,16.20015611355,,,-10.821685992305,22.690636661935,22.401071450302,94360321485.345,,,,,,,,,,,46.073146341463,722707.0,47.758066009695995,,
1989-12-31,490.5796738678,0.52028182548523,,13.340303228168,2235.1819064458,,2.6875,,,0.013063357282822,-7.244886583186599,100.64486290504999,,0.9993682898299999,,,7.6700000762939,,,-1.1700385987501,,,-147.24322462431002,,,15.558712182011002,25.269281517399,21.256813754107,96508990371.85301,,,,,,,,,,,46.525975609756,724355.0,48.196181040130995,,
1990-12-31,490.5796738678,0.36176077472835994,,3.6329397190753,1113.2724058893,,3.745,,,-0.0031585596967783,-7.1498690393857,86.025310234673,,0.99623859891,-0.6145745067183199,,7.8800001144409,,,-1.8037504790681003,,,63.90355675422,-17.088681752729997,2.67,11.200923793142,25.182635325774,22.484100678016,100205682149.18,,,,,,,,,,69.199996948242,46.94495121951199,728339.0,48.598331646623,,
1991-12-31,490.5796738678,0.2610947615502,0.0,15.361491757001,141.33704031341003,,4.1358333333334,,,-0.04178505766338,-5.5646029478688,82.52619584334501,,0.99889529028,-5.6073389874432005,,11.829999923706,,,-0.99042598009936,,,3.5146957219,7.55628115755,,-19.479385252745,22.380741016072,23.417157078952,105919337075.21,,,,,,,,,,67.900001525879,47.34612195122,735209.0,48.953970420379,,
1992-12-31,490.5796738678,0.26331207051776,301.10029097098,10.093897367476,62.486254385506,4.631908766673099,4.4058333333333,,,0.0096494049533612,-4.7606516817985,76.159721154339,0.041122816748849,1.01425594116,-7.460189132860201,,14.0,,,-1.0738531907604,,,3.5146957219,-13.558818037854,,11.987897698123,24.131933461297997,24.049567371714,112523390620.1,,,,,,,,,,66.400001525879,47.762463414634,744340.0,49.269622754624,,1831.0
1993-12-31,490.5796738678,0.27334427186073,1392.9813880664,7.2280118508173,46.480825008057,1.7949423055113,4.415,,,0.0032341526520052,-5.0870449984826,80.753249908881,0.1081056342086,1.02625624463,-7.871056800896599,,14.920000076294,,,-0.7976658515164201,,,3.5146957219,23.516,,8.6274236722981,26.931072118402,27.214296147159,119501081472.69,,,,,,,,,,64.900001525879,48.217951219511995,754923.0,49.526433096206,,
1994-12-31,484.8594760895,0.23004354151425,933.68782244745,8.8944363762061,17.640270169186,1.938065254609,3.5391666666667003,,,-0.0030684258975146,-4.8627772619789,83.422311585662,0.070320664958672,1.02176087736,-6.604360973772,,13.880000114441,,,-0.33958607948504,,4.974390237441299,13.83620972581,-7.464781890605299,,-0.33049291086171,24.852340070982,29.157990992034,126714146871.29,,,,,,,,,,63.20000076294001,48.718073170732005,765664.0,49.707680108978,,
1995-12-31,36.567144623656,0.21312120171247,2655.9718370554997,19.710304401949,-2.8055508635031003,12.782314639834,3.0603588697389,,,0.0029163021289005,-6.480227648604901,90.071436421585,0.10520561985106,1.03838674608,-3.4960306468177005,,,,,-0.44539850047226004,,8.108182837661701,25.04569472923,15.323135233316,2.99,-19.737436305399,26.184819696394,28.664126266001002,129722125039.41,,,,,,,,,,61.5,49.258341463415,775587.0,49.804905403170004,32.74,
1996-12-31,47.5,0.22598177461454,4193.5202671572,-2.1079022769465,18.820560554349,13.893288736435,3.4794086637047004,,,-0.0083125519534497,-6.6630724243340005,91.54813440527701,0.7081451549005601,1.02994972171,-1.9842614206919,,,,,-0.51572987963683,,9.470649950687,37.588516195749996,25.28725167761,,56.896829868372,27.382753989951,27.417763841925996,135246304586.41,20.0,9.6153846153846,82.211538461538,-0.4750611621585801,,,,,,61.400001525879,49.826219512194996,784647.0,49.804842798477004,,
1997-12-31,47.5,0.2255498627047,212.97048038665,7.1463486339498,25.534737814926,5.934309957133699,3.5972590831492,,,0.0080626971455432,-5.2847722753821,93.850684557476,2.4886023257087997,1.02636910389,-1.2642959372704,60.234983871492005,,,,-0.60879735453791,,-1.8041977738136001,51.37188251682,7.623508467032599,,1.6600824441718,27.722598595337,28.176423978776,142143389266.41,,,,,,,,,,61.20000076294001,50.406682926829006,793098.0,49.717159477197,,1831.0
1998-12-31,47.5,0.21234469608718998,107.33560506783002,14.810493226161,10.488092941002,3.3181265049917,3.3173520845096998,0.4096062,13.710139999999999,0.018679284897200003,-4.3654009454021,86.28705849794201,1.334908698303,1.03485148366,-1.6502329277357,57.877816118261,,,,-0.66730270106626,,10.357145251173,66.42496986814,-10.060034884375,,-7.0483862406397,26.898804328675,26.932985535750998,133781601119.42,2.9268292682927,8.1730769230769,87.019230769231,-0.26287133372823,,,,,,60.400001525879,50.996634146341,800616.0,49.585465412783,,
1999-12-31,46.619531077188995,0.20456346699597,248.53104699217002,24.835437136862996,4.085589658959201,14.306693658769,3.2290500419362003,0.42385379999999995,2.553922,0.0033222745886526,-4.8706557856532005,86.42808801439399,3.65778750791,1.0223294359000001,-3.4890418887045,48.000345263288004,,,,-0.56064822477944,,6.115134407418901,82.35554458971,33.128933758648,,-19.701009294772,20.902578781903,24.925424290928998,137135066613.5,,,,,,,,,,59.0,51.601000000000006,806857.0,49.46949667363,,
2000-12-31,47.35757473118301,0.22044903645856,325.04948224676,6.0490313742856,1.5310336331245,2.6789922041969,3.2905824884909,0.2779952,-2.63239,,-4.633311905919999,88.83635197948401,0.93272621968311,1.0020513855500002,-5.742290351668201,37.369237103806,,12.1,0.005,-0.49389641663332,,4.9797381980452,99.37296467425,3.9728486374978,3.29,68.492605710268,22.739390176383,22.003286691142,147644393125.65,6.3414634146342,16.826923076923002,82.211538461538,-0.54457723005223,,,,,,58.400001525879,52.241146341463,811647.0,49.412419437151,,
2001-12-31,47.500014516129,0.20586329437610998,152.74774884832,4.931932397223901,-19.436218481683,7.000137210478701,3.8623099228088,0.3263974,4.769998999999999,,-5.3248986568819,84.757498353334,0.77540586495237,1.00308284249,-10.375690743981,26.153067315432,,8.9,2.713,-1.8516377926873002,,2.2686860946103997,121.71989898511002,-18.129001204456998,,93.103930876899,21.924874593702,22.945487249399,148472386965.74,,,,,,,,,,58.5,52.946951219511995,814700.0,49.447049331018,,
2002-12-31,47.263000000000005,0.19906782799595002,108.98285142573,5.3539724178005,19.708853892638,12.390208064189999,,0.3496155,18.428420000000003,,-4.147442856761,81.835826548002,1.6930542181397,1.0150457002,-7.0196908595520995,30.335248886352,,9.2,1.579,-1.9110203153329,,8.6412866307344,-66.00015225255,-12.355464286305999,,62.145462725277994,21.311683236872,25.738986984994,150932062276.89,24.390243902439,7.6923076923077,83.65384615384599,-0.44704019609558,,,,,,57.29999923705999,53.734878048781006,816237.0,49.566264485052,,1831.0
2003-12-31,48.762753583332994,0.21768334988507002,98.1507473342,15.578081586501,29.634852778815,15.127119973907002,,0.48950429999999995,14.44604,,-4.795587508275401,88.392638786989,0.9637912905307799,1.0131257867299999,-7.9902559701116,34.722383592968995,,9.6,1.391,-0.5724069726575,,7.923438379926701,138.4809266923,53.622410674245,,-0.60044485429897,22.128465534746,28.490057973672,155545041612.1,20.975609756098002,15.384615384615,78.365384615385,-0.81929534362812,,,,,,58.900001525879,54.608853658536994,817224.0,49.725637768327,,
2004-12-31,47.8453125,0.25538662824436,43.459849238240004,6.1344316915014,21.427310490081002,2.4097497438665,,0.5235112,17.83674,,-4.5652162569725,90.33678092144599,0.70781660272285,1.00390538069,-9.5250271777662,36.885958826487006,,10.1,1.02,-0.5433754626544299,,12.177404061656999,84.54714850748,22.269313084764,,-37.741210996698996,20.854560865371,29.158363612022,169077608330.65,20.0,14.903846153845999,80.769230769231,-0.95721723572785,,,,,,59.099998474121,55.561341463415005,818995.0,49.858458927865,,
2005-12-31,49.4945975,0.28258180050018,22.91820112783,8.8465407681028,21.513918560906,7.0236804818357,,0.364342,17.11425,,-5.6112510686084995,95.810098933573,1.0148926446699,1.0,-3.3977210789383,43.314815095589,,10.2,0.762,-0.53167882270332,,12.200742697737999,230.34566475582,25.975454810972,3.55,-28.645868404107,23.297710659485002,29.653766824102,181569304038.05,21.463414634145998,15.865384615385,72.59615384615401,-0.9072279907829199,,,9.0,4.0,54.4,58.79999923705999,56.571804878049,822484.0,49.927224039359,,
2006-12-31,49.925330833333,0.30570061815085,13.301007244800001,11.590837821546,20.262735095163,9.6896430020428,,0.5978138000000001,16.65346,,-5.4049973020146,94.58696409898899,0.96613202949525,0.9929637030399999,-4.1321470593079,48.949179700514,,10.4,1.3159999999999998,-0.52957195890276,3.3,6.9633681125527,416.05496863791,16.263229988453,,-18.386143196697,21.111685860076,31.975149777815,194338316633.72,29.268292682926997,17.788461538462,75.0,-0.86283689641404,,,9.0,4.0,46.4,60.79999923705999,57.615219512195,828060.0,49.896065755097,,
2007-12-31,49.962017770397,0.33215578258953,12.25427265372,11.366031013988,24.465625611124,-1.293013965046,,0.5648309,20.16018,,-5.951712960192599,93.70985481742201,3.9917617828483998,0.9952541940899999,-0.62012678311149,61.117912341435,,10.7,1.364,-0.51118741541018,3.43,3.8370768260800006,17.08305169242,26.426993642543,,,21.226414632684,31.364816255138997,206901800447.12,30.582524271845003,21.634615384615003,74.519230769231,-0.85310096247284,,,9.0,4.0,45.1,61.0,58.653658536585,835392.0,49.809605146311995,,1831.0
2008-12-31,50.24961474359,0.40461573060051004,12.48138036223,3.3028776223756005,8.0646999944314,-2.6623096093717997,,-0.5067429,12.816230000000001,,-7.3031970684075,98.451577801959,3.6013523995923,0.97117936698,0.3785916107124,66.755964982241,,10.4,1.445,-0.7019227445459799,3.4,12.743805021535001,213.26261306341,-49.040176687749,,,25.959070183344,29.966448056582,211304389758.25,23.78640776699,21.531100478469,75.961538461538,-0.8983458271773,,,9.0,4.0,44.0,61.70000076294001,59.656268292683,843851.0,49.80260410895799,,
2009-12-31,50.325,0.31714254588146995,13.734496230019998,-9.7929564527729,16.999916269921,16.758792824268998,2.8733152105807998,0.1536969,10.50977,,-6.212530411796401,85.836592785745,3.8133534124162995,1.00464384237,-1.2147359236804,65.372954259148,,11.458656668531,2.252,-0.64428136254705,3.23,-0.17192377692489003,-40.93744100601,57.533090431484005,,,20.283337680128,34.20050961371,206108174456.21,23.444976076555,36.018957345972,77.725118483412,-0.9520300227897399,,,9.0,4.0,43.0,61.599998474121,60.600146341463,852479.0,50.056325170493004,,
2010-12-31,46.452461001318,0.35531838690921,14.474996208810001,0.24568065602254,33.107589220356004,,2.8379166666667004,0.3426637,5.814778,,-5.7546172994489,96.605556180407,2.5233184845701,0.9890170229,-1.2212322485336,63.057508088146,,10.332721012504999,1.739,-0.6582754466359101,3.2,8.7675069740572,-41.64485503788,22.027720430652,3.76,,22.286168403241,31.398233192458,220056773033.24,24.761904761904997,33.962264150943,81.042654028436,-0.9146297546652401,,,9.0,4.0,43.1,61.400001525879,61.467951219511995,860559.0,50.691906775494004,,
2011-12-31,46.747007738581,0.4181886281092,13.464501056139998,1.4654312307786,26.031663132522002,,3.1814583333332997,0.34933509999999995,2.2260459999999997,,-7.576699924702099,91.462826984855,6.7003050299285,0.9762314894299999,-1.4471364465608,61.724733243203,,10.081761983825999,2.9330000000000003,-0.64122892051507,3.25,10.415987508666001,-41.79549987592,-14.706425914007001,,,23.726308554766998,27.857691926620003,230651793064.06,25.592417061611,34.905660377359,78.403755868545,-0.8613343992462701,5.0,181.0,9.0,4.0,44.2,62.29999923705999,62.252853658537,867921.0,51.768630302976,,1831.0
2012-12-31,50.9214,0.40819823564727004,10.29709355662,2.5864862945200002,34.821807069585,,3.4814583333332996,,,,-7.787745020700299,89.914212844888,2.3006991257524,0.95585136094,-0.19855549448165,62.970891010113,,10.141310504885,,-0.57922059636439,,5.5999999997883,-41.95247179717,5.993817729383099,,,25.532959209732,30.184240417273003,234573571643.09,26.315789473684,31.279620853081003,82.938388625592,,5.0,181.0,9.0,4.0,43.2,61.79999923705999,62.96595121951199,874742.0,53.234048683592995,,1831.0
2013-12-31,55.3775,0.40245623638027006,8.7785409904,1.3436040098726,27.059263480370003,,,,,,-7.2206545032384,87.10932025227699,3.0727402768511003,0.9440480495899999,,62.010973351223,,9.2652054753349,,-0.55964721741086,,5.5000000003559,-42.11682139872,2.9797606243561,,,24.293727421279,30.656900894077,241780080017.84,24.880382537842003,29.857820510864002,82.464454650879,,4.0,,6.0,4.0,40.6,62.0,63.617341463415,881065.0,55.004441546428005,,
2014-12-31,57.2475,0.38807967871809995,7.2773561545800005,1.3912398645752,29.846881047763,,,,,,-5.471222010163701,,2.4069057565269,0.92921166099,,55.306017983455,,9.034411593482,,-0.53582230582966,,4.427739562919,-42.289059781140004,-2.1361734481796004,,,21.411710561816,,247827577899.87,,,,,4.0,,6.0,,45.0,,,887027.0,56.758109904033006,,1831.0
2015-12-31,,,5.720040416310001,,,,,,,,,,,0.91424416281,,,,,,,,,-42.469910082679995,,,,,,,,,,,,,,,,,,,,,
